"country","year","unemployment_rate"
"URY",2006,10.8
"URY",2007,9.4
"URY",2008,7.9
"URY",2009,7.8
"URY",2010,7
"URY",2011,6.3
"URY",2012,6.3
"URY",2013,6.5
"URY",2014,6.6
"URY",2015,7.5
"URY",2016,7.9
"URY",2017,7.9
"URY",2018,8.4
"URY",2019,8.9
"URY",2020,10.4
"URY",2021,9.4
"URY",2022,7.9
"URY",2023,8.3
"URY",2024,8.4
"URY",2025,8
"URY",2026,8
"URY",2027,8
"URY",2028,8
"URY",2029,8
"UZB",2002,5.2
"UZB",2003,4.9
"UZB",2004,3.6
"UZB",2005,3
"UZB",2006,5.2
"UZB",2007,5
"UZB",2008,4.9
"UZB",2009,5
"UZB",2010,5.4
"UZB",2011,5
"UZB",2012,4.9
"UZB",2013,4.9
"UZB",2014,5.1
"UZB",2015,5.2
"UZB",2016,5.2
"UZB",2017,5.8
"UZB",2018,9.3
"UZB",2019,9
"UZB",2020,10.5
"UZB",2021,9.6
"UZB",2022,8.9
"UZB",2023,6.8
"UZB",2024,6.3
"UZB",2025,5.8
"UZB",2026,5.3
"UZB",2027,4.8
"UZB",2028,4.3
"UZB",2029,3.8
"VEN",1999,14.5
"VEN",2000,14
"VEN",2001,13.4
"VEN",2002,16
"VEN",2003,18.2
"VEN",2004,15.1
"VEN",2005,12.2
"VEN",2006,10
"VEN",2007,8.5
"VEN",2008,7.4
"VEN",2009,7.9
"VEN",2010,8.5
"VEN",2011,8.2
"VEN",2012,7.8
"VEN",2013,7.5
"VEN",2014,8
"VEN",2015,12.5
"VEN",2016,20.9
"VEN",2017,27.9
"VEN",2018,35.6
"VNM",1990,12.3
"VNM",1991,10.4
"VNM",1992,11
"VNM",1993,10.6
"VNM",1994,10.3
"VNM",1995,5.8
"VNM",1996,5.9
"VNM",1997,6
"VNM",1998,6.9
"VNM",1999,6.7
"VNM",2000,6.4
"VNM",2001,6.3
"VNM",2002,6
"VNM",2003,5.8
"VNM",2004,5.6
"VNM",2005,5.3
"VNM",2006,4.8
"VNM",2007,4.6
"VNM",2008,2.4
"VNM",2009,2.9
"VNM",2010,2.9
"VNM",2011,2.2
"VNM",2012,2
"VNM",2013,2.2
"VNM",2014,2.1
"VNM",2015,2.3
"VNM",2016,2.3
"VNM",2017,2.2
"VNM",2018,2.2
"VNM",2019,2.2
"VNM",2020,2.5
"VNM",2021,3.2
"VNM",2022,2.3
"VNM",2023,2
"VNM",2024,2.1
"VNM",2025,2
"VNM",2026,2
"VNM",2027,2
"VNM",2028,1.9
"VNM",2029,1.9
